time;ax;ay;az;aT
1,0460;0,0509;0,0180;0,0017;0,054
1,0510;0,0179;-0,0395;-0,0375;0,057
1,0560;-0,0113;-0,0289;-0,0076;0,032
1,0630;0,0314;0,0008;0,0031;0,032
1,0670;0,0292;0,0078;-0,0136;0,033
1,0710;-0,0164;-0,0217;-0,0077;0,028
1,0760;-0,0125;0,0110;-0,0635;0,066
1,0810;-0,0354;0,0058;-0,0512;0,063
1,0860;-0,0525;0,0118;-0,0046;0,054
1,0930;-0,0356;-0,0046;0,0617;0,071
1,0960;-0,0476;0,0066;0,1228;0,132
1,1010;-0,0657;-0,0203;0,1524;0,167
1,1080;-0,0300;0,0074;0,1582;0,161
1,1130;-0,0562;0,0202;0,1686;0,179
1,1170;-0,0414;0,0088;0,2075;0,212
1,1220;-0,0369;-0,0100;0,1726;0,177
1,1280;0,0087;-0,0090;0,1830;0,183
1,1320;0,0154;-0,0109;0,1673;0,168
1,1370;0,0626;-0,0143;0,1198;0,136
1,1450;0,0858;0,0045;0,0453;0,097
1,1480;0,0873;-0,0364;0,0191;0,097
1,1520;0,0341;0,0143;-0,0319;0,049
1,1570;0,0001;0,0100;-0,0290;0,031
1,1690;-0,0078;0,0558;-0,0796;0,098
1,1700;-0,0430;0,0621;-0,1274;0,148
1,1720;-0,0117;0,0852;-0,1451;0,169
1,1920;0,0016;0,0487;-0,1426;0,151
1,1930;0,0017;0,0283;-0,1887;0,191
1,1930;0,0422;0,0429;-0,1692;0,180
1,1940;0,0314;0,0458;-0,1168;0,129
1,1970;-0,0041;0,0560;-0,1158;0,129
1,2020;-0,0096;0,0200;-0,0994;0,102
1,2070;-0,0443;0,0187;-0,0678;0,083
1,2130;-0,0847;0,0209;-0,0601;0,106
1,2170;-0,0642;-0,0114;-0,0145;0,067
1,2220;-0,0394;-0,0056;0,0011;0,040
1,2270;-0,0376;-0,0295;0,0034;0,048
1,2320;-0,0393;-0,0769;0,0343;0,093
1,2370;-0,0140;-0,0726;0,0423;0,085
1,2450;-0,0151;-0,0693;0,0443;0,084
1,2480;0,0061;-0,0659;0,0699;0,096
1,2520;-0,0005;-0,0716;0,0859;0,112
1,2580;0,0211;-0,0523;0,1064;0,120
1,2630;0,0351;-0,0139;0,0615;0,072
1,2680;0,0427;0,0018;0,0763;0,087
1,2730;0,0514;-0,0232;0,0732;0,092
1,2920;0,0695;-0,0233;0,0618;0,096
1,2940;0,1017;-0,0117;0,0945;0,139
1,2950;0,0521;-0,0232;0,0831;0,101
1,2980;0,0600;-0,0312;0,1085;0,128
1,3010;0,0409;-0,0539;0,0626;0,092
1,3020;0,0460;-0,0257;0,0207;0,057
1,3070;0,0124;-0,0252;0,0040;0,028
1,3170;0,0269;-0,0380;-0,0160;0,049
1,3170;0,0453;-0,0116;-0,0834;0,096
1,3230;0,0187;-0,0031;-0,1313;0,133
1,3280;0,0285;0,0291;-0,1325;0,139
1,3320;-0,0180;0,0302;-0,1408;0,145
1,3370;-0,0385;-0,0101;-0,1836;0,188
1,3440;-0,0580;0,0248;-0,1619;0,174
1,3480;-0,0981;0,0240;-0,1714;0,199
1,3530;-0,1187;-0,0053;-0,0929;0,151
1,3580;-0,1656;0,0099;-0,0377;0,170
1,3640;-0,1462;-0,0212;0,0219;0,149
1,3670;-0,1397;0,0014;0,0857;0,164
1,3720;-0,1130;0,0095;0,0944;0,148
1,3780;-0,0913;0,0092;0,1103;0,143
1,3820;-0,0795;-0,0066;0,1272;0,150
1,3880;-0,0570;0,0087;0,1393;0,151
1,3940;-0,0439;0,0549;0,1217;0,141
1,3980;-0,0057;0,0358;0,0946;0,101
1,4020;0,0329;0,0290;0,0476;0,065
1,4130;0,0307;0,0249;0,0497;0,063
1,4140;-0,0012;0,0163;0,0683;0,070
1,4180;0,0344;0,0173;0,0439;0,058
1,4230;0,0550;0,0409;0,0305;0,075
1,4440;-0,0018;0,0390;0,0587;0,070
1,4450;-0,0130;0,0595;0,0949;0,113
1,4450;0,0235;0,0698;0,0774;0,107
1,4460;0,0099;0,1057;0,1147;0,156
1,4490;-0,0263;0,1147;0,1031;0,156
1,4530;-0,0285;0,0685;0,0666;0,100
1,4580;-0,0352;0,0685;0,0353;0,085
1,4670;-0,0658;0,0918;-0,0040;0,113
1,4680;-0,0740;0,0804;-0,0476;0,119
1,4730;-0,0350;0,0525;-0,0494;0,080
1,4840;-0,0515;0,0382;-0,0535;0,084
1,4850;-0,0532;0,0197;0,0077;0,057
1,4880;-0,0519;-0,0126;0,0683;0,087
1,4980;-0,0309;0,0388;0,0750;0,090
1,4990;-0,0509;0,0510;0,0673;0,099
1,5040;-0,0497;0,0454;0,0217;0,071
1,5120;-0,0337;0,0257;0,0608;0,074
1,5130;-0,0455;-0,0010;0,0189;0,049
1,5190;-0,0303;0,0116;0,0201;0,038
1,5230;-0,0107;-0,0022;-0,0167;0,020
1,5280;-0,0295;0,0280;-0,0995;0,107
1,5330;-0,0276;-0,0005;-0,1827;0,185
1,5370;-0,0147;0,0187;-0,2391;0,240
1,5460;-0,0131;0,0310;-0,2702;0,272
1,5480;0,0261;0,0446;-0,3261;0,330
1,5520;0,0312;0,0324;-0,3780;0,381
1,5570;0,0439;-0,0040;-0,3608;0,363
1,5680;0,0363;-0,0456;-0,2393;0,246
1,5680;-0,0009;-0,0604;-0,1105;0,126
1,5730;0,0013;-0,0642;-0,0042;0,064
1,5930;0,0177;-0,0420;0,0371;0,059
1,5940;-0,0016;-0,0295;0,1196;0,123
1,5950;-0,0063;-0,0078;0,1931;0,193
1,5950;0,0224;-0,0177;0,2317;0,233
1,5980;-0,0018;-0,0302;0,2404;0,242
1,6030;-0,0046;-0,0419;0,2134;0,218
1,6080;-0,0318;-0,0667;0,2129;0,225
1,6140;-0,0650;-0,1154;0,1839;0,227
1,6180;-0,0508;-0,0749;0,1089;0,142
1,6230;-0,0419;-0,0516;0,0631;0,092
1,6290;-0,0620;-0,0284;0,0248;0,073
1,6330;-0,0450;-0,0397;-0,0002;0,060
1,6380;-0,0021;-0,0258;-0,0499;0,056
1,6440;0,0111;-0,0095;-0,0612;0,063
1,6490;0,0460;-0,0525;-0,1116;0,132
1,6540;0,0345;-0,0417;-0,0988;0,113
1,6580;-0,0001;-0,0392;-0,1383;0,144
1,6640;-0,0614;-0,1043;-0,0338;0,126
1,6690;-0,0520;-0,0751;-0,1155;0,147
1,6740;-0,0673;-0,0913;-0,0611;0,129
1,6800;-0,0487;-0,0327;-0,0737;0,094
1,6840;-0,0620;-0,0293;-0,0161;0,070
1,6890;-0,0747;-0,0558;0,0220;0,096
1,7130;-0,0333;-0,0678;0,0230;0,079
1,7140;-0,0561;-0,0897;0,0561;0,120
1,7150;-0,0835;-0,0537;0,0985;0,140
1,7160;-0,0738;-0,0312;0,0824;0,115
1,7170;-0,0456;-0,0898;0,0249;0,104
1,7180;-0,0802;-0,1041;-0,0487;0,140
1,7240;-0,0465;-0,1158;-0,1382;0,186
1,7380;-0,0448;-0,0962;-0,1820;0,211
1,7380;-0,0687;-0,0906;-0,1731;0,207
1,7390;-0,0740;-0,0300;-0,1822;0,199
1,7540;-0,0752;-0,0157;-0,1842;0,200
1,7540;-0,0321;-0,0200;-0,1541;0,159
1,7550;-0,0231;-0,0180;-0,0578;0,065
1,7590;0,0153;0,0140;-0,0276;0,035
1,7630;0,0558;0,0375;0,0426;0,080
1,7680;0,0734;-0,0105;0,0303;0,080
1,7730;0,0782;-0,0322;0,0289;0,089
1,7790;0,1156;0,0092;0,0191;0,118
1,7840;0,1460;-0,0043;-0,0333;0,150
