time;ax;ay;az;aT
2,6720;0,0669;0,9653;0,1476;0,979
2,6720;0,0054;0,9084;0,1404;0,919
2,6770;-0,0612;0,8385;0,2825;0,887
2,6830;-0,1463;0,7758;0,3550;0,866
2,6870;-0,2141;0,6771;0,4178;0,824
2,6920;-0,1782;0,5676;0,4482;0,745
2,6990;-0,1426;0,4435;0,5372;0,711
2,7030;-0,0727;0,3109;0,5340;0,622
2,7070;0,0089;0,2346;0,5930;0,638
2,7130;0,0905;0,1726;0,6651;0,693
2,7180;0,1685;0,0918;0,6737;0,701
2,7240;0,1630;0,0268;0,7039;0,723
2,7280;0,1620;-0,0395;0,8406;0,857
2,7350;0,1146;-0,0912;0,8398;0,852
2,7390;0,1140;-0,1441;0,8608;0,880
2,7430;0,1259;-0,1612;0,8952;0,918
